"...1";"ID";"CASRN";"DTXSID";"Name";"IUPAC.NAME";"Molecular.formula";"SMILES";"InChI.String";"InChIKey";"Averagre.mass..amu.";"Monoisotopic.mass..amu.";"ORLD50";"DMLC50";"TPIGC50";"FMLC50";"DT";"AM";"ToxPi"
861;861;"4986-89-4";"DTXSID8042264";"Pentaerythritol tetraacrylate";"2,2-Bis{[(prop-2-enoyl)oxy]methyl}propane-1,3-diyl diprop-2-enoate";"C17H20O8";"C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C";"InChI=1S/C17H20O8/c1-5-13(18)22-9-17(10-23-14(19)6-2,11-24-15(20)7-3)12-25-16(21)8-4/h5-8H,1-4,9-12H2";"KNSXNCFKSZZHEA-UHFFFAOYSA-N";"352.339";"352.1158176";"N/A";"N/A";"N/A";"N/A";"0.58";"0.42";"0.2557"
862;862;"501-53-1";"DTXSID9027158";"Benzyl chloroformate";"Benzyl carbonochloridate";"C8H7ClO2";"ClC(=O)OCC1=CC=CC=C1";"InChI=1S/C8H7ClO2/c9-8(10)11-6-7-4-2-1-3-5-7/h1-5H,6H2";"HSDAJNMJOMSNEV-UHFFFAOYSA-N";"170.59";"170.0134572";"1.75";"4.37";"3.46";"3.89";"0.5";"0";"0.0689"
863;863;"50-21-5";"DTXSID7023192";"Lactic acid";"2-Hydroxypropanoic acid";"C3H6O3";"CC(O)C(O)=O";"InChI=1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)";"JVTAAEKCZFNVCJ-UHFFFAOYSA-N";"90.078";"90.03169405";"1.41";"2.01";"1.3";"1.73";"0.68";"0.17";"0.0169"
864;864;"502-44-3";"DTXSID4027159";"Caprolactone";"Oxepan-2-one";"C6H10O2";"O=C1CCCCCO1";"InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2";"PAPBSGBWRJIAAV-UHFFFAOYSA-N";"114.144";"114.0680796";"1.43";"2.71";"1.74";"2.16";"0.67";"0";"0.0506"
865;865;"5039-78-1";"DTXSID3027586";"(2-(Methacryloyloxy)ethyl)trimethylammonium chloride";"N,N,N-Trimethyl-2-[(2-methylprop-2-enoyl)oxy]ethan-1-aminium chloride";"C9H18ClNO2";"CC(=C)C(=O)OCC[N+](C)(C)C";"InChI=1S/C9H18NO2.ClH/c1-8(2)9(11)12-7-6-10(3,4)5;/h1,6-7H2,2-5H3;1H/q+1;/p-1";"RRHXZLALVWBDKH-UHFFFAOYSA-M";"207.7";"207.1026065";"N/A";"N/A";"N/A";"N/A";"0.77";"N/A";"0.0148"
866;866;"504-63-2";"DTXSID8041246";"1,3-Propanediol";"Propane-1,3-diol";"C3H8O2";"OCCCO";"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2";"YPFDHNVEDLHUCE-UHFFFAOYSA-N";"76.095";"76.0524295";"N/A";"1.63";"0.85";"1.71";"0.63";"0";"0.047"
867;867;"50471-44-8";"DTXSID4022361";"Vinclozolin";"3-(3,5-Dichlorophenyl)-5-ethenyl-5-methyl-1,3-oxazolidine-2,4-dione";"C12H9Cl2NO3";"CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C";"InChI=1/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3";"FSCWZHGZWWDELK-UHFFFAOYSA-N";"286.11";"284.9959486";"1.46";"6.23";"N/A";"5.34";"0.9";"N/A";"0.1535"
868;868;"505-32-8";"DTXSID2025474";"Isophytol";"3,7,11,15-Tetramethylhexadec-1-en-3-ol";"C20H40O";"CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C";"InChI=1/C20H40O/c1-7-20(6,21)16-10-15-19(5)14-9-13-18(4)12-8-11-17(2)3/h7,17-19,21H,1,8-16H2,2-6H3";"KEVYVLWNCKMXJX-UHFFFAOYSA-N";"296.539";"296.3079159";"N/A";"5.84";"5.76";"5.34";"0.5";"-0.05";"0.1642"
869;869;"505-52-2";"DTXSID9021683";"Tridecanedioic acid";"Tridecanedioic acid";"C13H24O4";"OC(=O)CCCCCCCCCCCC(O)=O";"InChI=1S/C13H24O4/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H,14,15)(H,16,17)";"DXNCZXXFRKPEPY-UHFFFAOYSA-N";"244.331";"244.1674593";"N/A";"3.9";"3.87";"4.9";"0.51";"-0.08";"0.0399"
870;870;"50594-66-6";"DTXSID0020022";"Acifluorfen";"5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid";"C14H7ClF3NO5";"OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)N(=O)=O";"InChI=1S/C14H7ClF3NO5/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21/h1-6H,(H,20,21)";"NUFNQYOELLVIPL-UHFFFAOYSA-N";"361.66";"360.9964845";"2.42";"4.26";"N/A";"5.97";"1.06";"0.27";"0.2745"
871;871;"506-61-6";"DTXSID5024269";"Potassium silver cyanide";"Potassium silver(1+) cyanide (1/1/2)";"C2AgKN2";"[K+].[Ag+].[C-]#N.[C-]#N";"InChI=1S/2CN.Ag.K/c2*1-2;;/q2*-1;2*+1";"HKSGQTYSSZOJOA-UHFFFAOYSA-N";"199.003";"197.87494";;;;;;;"0.1693"
872;872;"50-70-4";"DTXSID5023588";"D-Glucitol";"D-Glucitol";"C6H14O6";"OCC(O)C(O)C(O)C(O)CO";"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1";"FBPFZTCFMRRESA-JGWLITMVSA-N";"182.172";"182.0790382";"1.13";"1.34";"N/A";"1.12";"0.19";"0";"0.1094"
873;873;"50-78-2";"DTXSID5020108";"Aspirin";"2-(Acetyloxy)benzoic acid";"C9H8O4";"CC(=O)OC1=C(C=CC=C1)C(O)=O";"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)";"BSYNRYMUTXBXSQ-UHFFFAOYSA-N";"180.159";"180.0422587";"2.96";"3.27";"2.41";"3.31";"0.57";"0.23";"0.1604"
874;874;"50-81-7";"DTXSID5020106";"L-Ascorbic acid";"-";"C6H8O6";"OCC(O)C1OC(=O)C(=O)C1O";"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"176.124";"176.032088";"N/A";"1.33";"N/A";"0.99";"0.32";"0.06";"0.0116"
875;875;"5089-70-3";"DTXSID5029267";"(3-Chloropropyl)(triethoxy)silane";"(3-Chloropropyl)(triethoxy)silane";"C9H21ClO3Si";"CCO[Si](CCCCl)(OCC)OCC";"InChI=1S/C9H21ClO3Si/c1-4-11-14(12-5-2,13-6-3)9-7-8-10/h4-9H2,1-3H3";"KSCAZPYHLGGNPZ-UHFFFAOYSA-N";"240.8";"240.0948488";"N/A";"N/A";"N/A";"N/A";"0.46";"0.1";"0.0787"
876;876;"50-99-7";"DTXSID7022910";"D-Glucose";"D-Glucose";"C6H12O6";"OCC(O)C(O)C(O)C(O)C=O";"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6+/m0/s1";"GZCGUPFRVQAUEE-SLPGGIOYSA-N";"180.156";"180.0633881";"N/A";"1.28";"N/A";"1.47";"0.25";"0.34";"0.0093"
877;877;"51000-52-3";"DTXSID8029369";"Vinyl neodecanoate";"-";"C12H22O2";"CC(C)(C)CCCCCC(=O)OC=C";"-";"-";"198.3";"-";"N/A";"4.61";"3.78";"4.89";"0.41";"0.01";"0.1141"
878;878;"5102-83-0";"DTXSID0029268";"C.I. Pigment Yellow 13";"(2E,2'E)-2,2'-{(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)di[(1E)hydrazin-2-yl-1-ylidene]}bis[N-(2,4-dimethylphenyl)-3-oxobutanamide]";"C36H34Cl2N6O4";"CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(C)C=C(C)C=C1)C(=O)NC1=C(C)C=C(C)C=C1";"InChI=1S/C36H34Cl2N6O4/c1-19-7-11-29(21(3)15-19)39-35(47)33(23(5)45)43-41-31-13-9-25(17-27(31)37)26-10-14-32(28(38)18-26)42-44-34(24(6)46)36(48)40-30-12-8-20(2)16-22(30)4/h7-18,41-42H,1-6H3,(H,39,47)(H,40,48)";"QWYLRRUZRFYUOL-UHFFFAOYSA-N";"685.61";"684.201859";"N/A";"7.45";"N/A";"N/A";"1.13";"0";"-"
879;879;"51218-45-2";"DTXSID4022448";"Metolachlor";"2-Chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide";"C15H22ClNO2";"CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1";"InChI=1/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3";"WVQBLGZPHOPPFO-UHFFFAOYSA-N";"283.8";"283.1339067";"2.11";"4.34";"4.48";"4.54";"0.67";"0.42";"0.1911"
880;880;"51235-04-2";"DTXSID4024145";"Hexazinone";"3-Cyclohexyl-6-(dimethylamino)-1-methyl-1,3,5-triazine-2,4(1H,3H)-dione";"C12H20N4O2";"CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C";"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3";"CAWXEEYDBZRFPE-UHFFFAOYSA-N";"252.318";"252.1586259";"2.17";"3.22";"N/A";"2.96";"1.09";"0.62";"0.1446"
881;881;"5124-30-1";"DTXSID3027588";"1,1-Methylenebis(4-isocyanatocyclohexane)";"1,1'-Methylenebis(4-isocyanatocyclohexane)";"C15H22N2O2";"O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1";"InChI=1S/C15H22N2O2/c18-10-16-14-5-1-12(2-6-14)9-13-3-7-15(8-4-13)17-11-19/h12-15H,1-9H2";"KORSJDCBLAPZEQ-UHFFFAOYSA-N";"262.353";"262.168128";"1.42";"N/A";"N/A";"N/A";"0.56";"N/A";"0.2319"
882;882;"512-56-1";"DTXSID1021403";"Trimethyl phosphate";"Trimethyl phosphate";"C3H9O4P";"COP(=O)(OC)OC";"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3";"WVLBCYQITXONBZ-UHFFFAOYSA-N";"140.075";"140.0238458";"2.22";"6.06";"1.18";"1.3";"0.87";"1";"0.0831"
883;883;"51-28-5";"DTXSID0020523";"2,4-Dinitrophenol";"2,4-Dinitrophenol";"C6H4N2O5";"OC1=C(C=C(C=C1)N(=O)=O)N(=O)=O";"InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H";"UFBJCMHMOXMLKC-UHFFFAOYSA-N";"184.107";"184.0120212";"3.79";"4.61";"4.06";"4.22";"0.55";"0";"0.2663"
884;884;"5131-66-8";"DTXSID8027589";"1-Butoxy-2-propanol";"1-Butoxypropan-2-ol";"C7H16O2";"CCCCOCC(C)O";"InChI=1/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3";"RWNUSVWFHDHRCJ-UHFFFAOYSA-N";"132.203";"132.1150298";"1.42";"2.5";"2.58";"2.49";"0.56";"0.01";"0.0527"
885;885;"51338-27-3";"DTXSID0032605";"Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate";"Methyl 2-[4-(2,4-dichlorophenoxy)phenoxy]propanoate";"C16H14Cl2O4";"COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1";"InChI=1/C16H14Cl2O4/c1-10(16(19)20-2)21-12-4-6-13(7-5-12)22-15-8-3-11(17)9-14(15)18/h3-10H,1-2H3";"BACHBFVBHLGWSL-UHFFFAOYSA-N";"341.18";"340.0269143";"2.82";"6.61";"5.35";"6.07";"0.86";"0.17";"0.1869"
886;886;"5146-66-7";"DTXSID3036286";"Citralva";"3,7-Dimethylocta-2,6-dienenitrile";"C10H15N";"CC(C)=CCCC(C)=CC#N";"InChI=1S/C10H15N/c1-9(2)5-4-6-10(3)7-8-11/h5,7H,4,6H2,1-3H3";"HLCSDJLATUNSSI-UHFFFAOYSA-N";"149.237";"149.1204495";"1.68";"5.59";"3.68";"4.48";"0.96";"0.02";"0.102"
887;887;"515-40-2";"DTXSID8027167";"Neophyl chloride";"(1-Chloro-2-methylpropan-2-yl)benzene";"C10H13Cl";"CC(C)(CCl)C1=CC=CC=C1";"InChI=1S/C10H13Cl/c1-10(2,8-11)9-6-4-3-5-7-9/h3-7H,8H2,1-2H3";"DNXXUUPUQXSUFH-UHFFFAOYSA-N";"168.66";"168.0705781";"N/A";"4.96";"3.87";"4.21";"0.56";"0.12";"0.0598"
889;889;"5160-2-1";"DTXSID3021229";"D&C Red 9";"Barium bis{5-chloro-2-[(E)-(2-hydroxynaphthalen-1-yl)diazenyl]-4-methylbenzene-1-sulfonate}";"C34H24BaCl2N4O8S2";"[Ba++].CC1=CC(N=NC2=C3C=CC=CC3=CC=C2O)=C(C=C1Cl)S([O-])(=O)=O.CC1=CC(N=NC2=C3C=CC=CC3=CC=C2O)=C(C=C1Cl)S([O-])(=O)=O";"InChI=1S/2C17H13ClN2O4S.Ba/c2*1-10-8-14(16(9-13(10)18)25(22,23)24)19-20-17-12-5-3-2-4-11(12)6-7-15(17)21;/h2*2-9,21H,1H3,(H,22,23,24);/q;;+2/p-2";"POJOORKDYOPQLS-UHFFFAOYSA-L";"888.93";"887.946508";;;;;;;"-"
890;890;"51632-16-7";"DTXSID6028022";"1-(Bromomethyl)-3-phenoxybenzene";"1-(Bromomethyl)-3-phenoxybenzene";"C13H11BrO";"BrCC1=CC=CC(OC2=CC=CC=C2)=C1";"InChI=1S/C13H11BrO/c14-10-11-5-4-8-13(9-11)15-12-6-2-1-3-7-12/h1-9H,10H2";"UJUNUASMYSTBSK-UHFFFAOYSA-N";"263.134";"261.999328";"2.05";"5.74";"4.85";"5.34";"0.46";"0.51";"0.2595"
891;891;"517-23-7";"DTXSID6044436";"3-Acetyldihydro-2(3H)-furanone";"3-Acetyloxolan-2-one";"C6H8O3";"CC(=O)C1CCOC1=O";"InChI=1/C6H8O3/c1-4(7)5-2-3-9-6(5)8/h5H,2-3H2,1H3";"OMQHDIHZSDEIFH-UHFFFAOYSA-N";"128.127";"128.0473441";"N/A";"2.62";"1.73";"1.51";"0.68";"0.23";"0.0144"
892;892;"5188-7-8";"DTXSID7027592";"Sodium thiomethoxide";"Sodium methanethiolate";"CH3NaS";"CS";"InChI=1S/CH4S.Na/c1-2;/h2H,1H3;/q;+1/p-1";"RMBAVIFYHOYIFM-UHFFFAOYSA-M";"70.08";"69.98531555";;"4.31";"N/A";"2.18";"N/A";"-0.22";"-"
893;893;"5205-93-6";"DTXSID7040154";"N-(3-Dimethylaminopropyl)methacrylamide";"N-[3-(Dimethylamino)propyl]-2-methylprop-2-enamide";"C9H18N2O";"CN(C)CCCNC(=O)C(C)=C";"InChI=1S/C9H18N2O/c1-8(2)9(12)10-6-5-7-11(3)4/h1,5-7H2,2-4H3,(H,10,12)";"GDFCSMCGLZFNFY-UHFFFAOYSA-N";"170.256";"170.1419132";"N/A";"4.02";"2.45";"3.03";"0.86";"0.23";"0.0401"
894;894;"5216-25-1";"DTXSID2027593";"4-Chlorobenzotrichloride";"1-Chloro-4-(trichloromethyl)benzene";"C7H4Cl4";"ClC1=CC=C(C=C1)C(Cl)(Cl)Cl";"InChI=1S/C7H4Cl4/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H";"LVZPKYYPPLUECL-UHFFFAOYSA-N";"229.91";"227.9067109";"2.45";"N/A";"N/A";"4.94";"0.23";"1";"0.1943"
895;895;"5234-68-4";"DTXSID0023951";"Carboxin";"2-Methyl-N-phenyl-5,6-dihydro-1,4-oxathiine-3-carboxamide";"C12H13NO2S";"CC1=C(SCCO1)C(=O)NC1=CC=CC=C1";"InChI=1S/C12H13NO2S/c1-9-11(16-8-7-15-9)12(14)13-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3,(H,13,14)";"GYSSRZJIHXQEHQ-UHFFFAOYSA-N";"235.3";"235.0666998";"2.74";"4.33";"N/A";"4.51";"0.24";"0";"0.1662"
896;896;"52556-42-0";"DTXSID6028028";"Sodium 3-(allyloxy)-2-hydroxypropanesulphonate";"Sodium 2-hydroxy-3-[(prop-2-en-1-yl)oxy]propane-1-sulfonate";"C6H11NaO5S";"OC(COCC=C)CS(O)(=O)=O";"InChI=1/C6H12O5S.Na/c1-2-3-11-4-6(7)5-12(8,9)10;/h2,6-7H,1,3-5H2,(H,8,9,10);/q;+1/p-1";"CJGJYOBXQLCLRG-UHFFFAOYSA-M";"218.2";"218.0224889";"N/A";"N/A";"N/A";"2.36";"0.76";"0.29";"0.0163"
897;897;"526-75-0";"DTXSID6025143";"2,3-Dimethylphenol";"2,3-Dimethylphenol";"C8H10O";"CC1=C(C)C(O)=CC=C1";"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3";"QWBBPBRQALCEIZ-UHFFFAOYSA-N";"122.167";"122.0731649";"N/A";"4.2";"3.12";"3.71";"0.72";"0";"0.0505"
898;898;"526-95-4";"DTXSID8027169";"D-Gluconic acid";"D-Gluconic acid";"C6H12O7";"OCC(O)C(O)C(O)C(O)C(O)=O";"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1";"RGHNJXZEOKUKBD-SQOUGZDYSA-N";"196.155";"196.0583027";"N/A";"1.28";"N/A";"1.42";"0.26";"0.17";"0.0187"
899;899;"527-53-7";"DTXSID6026119";"1,2,3,5-Tetramethylbenzene";"1,2,3,5-Tetramethylbenzene";"C10H14";"CC1=CC(C)=C(C)C(C)=C1";"InChI=1S/C10H14/c1-7-5-8(2)10(4)9(3)6-7/h5-6H,1-4H3";"BFIMMTCNYPIMRN-UHFFFAOYSA-N";"134.222";"134.1095505";"1.42";"4.59";"3.76";"4.17";"0.6";"0";"0.0854"
900;900;"527-60-6";"DTXSID7022049";"2,4,6-Trimethylphenol";"2,4,6-Trimethylphenol";"C9H12O";"CC1=CC(C)=C(O)C(C)=C1";"InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3";"BPRYUXCVCCNUFE-UHFFFAOYSA-N";"136.194";"136.088815";"N/A";"4.65";"3.42";"4.02";"0.52";"0.8";"0.1667"
901;901;"5281-4-9";"DTXSID7027594";"D&C Red No. 7";"Calcium 3-hydroxy-4-[(4-methyl-2-sulfonatophenyl)diazenyl]naphthalene-2-carboxylate";"C18H12CaN2O6S";"CC1=CC=C(N=NC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)C(=C1)S(O)(=O)=O";"InChI=1S/C18H14N2O6S.Ca/c1-10-6-7-14(15(8-10)27(24,25)26)19-20-16-12-5-3-2-4-11(12)9-13(17(16)21)18(22)23;/h2-9,21H,1H3,(H,22,23)(H,24,25,26);/q;+2/p-2";"PZTQVMXMKVTIRC-UHFFFAOYSA-L";"424.44";"424.0041982";"N/A";"N/A";"N/A";"N/A";"0.82";"0.46";"0.1207"
902;902;"528-44-9";"DTXSID3021487";"1,2,4-Benzenetricarboxylic acid";"Benzene-1,2,4-tricarboxylic acid";"C9H6O6";"OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O";"InChI=1S/C9H6O6/c10-7(11)4-1-2-5(8(12)13)6(3-4)9(14)15/h1-3H,(H,10,11)(H,12,13)(H,14,15)";"ARCGXLSVLAOJQL-UHFFFAOYSA-N";"210.141";"210.0164379";"N/A";"3.45";"N/A";"3.99";"0.42";"N/A";"0.0258"
903;903;"529-34-0";"DTXSID2027175";"1,2,3,4-Tetrahydronaphthalen-1-one";"3,4-Dihydronaphthalen-1(2H)-one";"C10H10O";"O=C1CCCC2=C1C=CC=C2";"InChI=1S/C10H10O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-2,4,6H,3,5,7H2";"XHLHPRDBBAGVEG-UHFFFAOYSA-N";"146.189";"146.0731649";"2.21";"3.57";"3.79";"4.67";"0.53";"0.12";"0.0761"
904;904;"532-32-1";"DTXSID1020140";"Sodium benzoate";"Sodium benzoate";"C7H5NaO2";"OC(=O)C1=CC=CC=C1";"InChI=1S/C7H6O2.Na/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);/q;+1/p-1";"WXMKPNITSTVMEF-UHFFFAOYSA-M";"144.105";"144.0187237";"1.86";"3.05";"2.7";"3.08";"0.34";"0";"0.1365"
905;905;"5324-84-5";"DTXSID2027595";"Sodium 1-octanesulfonate";"Sodium octane-1-sulfonate";"C8H17NaO3S";"CCCCCCCCS(O)(=O)=O";"InChI=1S/C8H18O3S.Na/c1-2-3-4-5-6-7-8-12(9,10)11;/h2-8H2,1H3,(H,9,10,11);/q;+1/p-1";"HRQDCDQDOPSGBR-UHFFFAOYSA-M";"216.27";"216.0796099";"N/A";"N/A";"N/A";"4.29";"0.82";"0.41";"0.0207"
906;906;"5332-73-0";"DTXSID7027596";"3-Methoxypropylamine";"3-Methoxypropan-1-amine";"C4H11NO";"COCCCN";"InChI=1S/C4H11NO/c1-6-4-2-3-5/h2-5H2,1H3";"FAXDZWQIWUSWJH-UHFFFAOYSA-N";"89.138";"89.08406398";"N/A";"2.67";"1.23";"1.86";"0.44";"0";"0.0148"
907;907;"5333-42-6";"DTXSID3036288";"2-Octyl-1-dodecanol";"2-Octyldodecan-1-ol";"C20H42O";"CCCCCCCCCCC(CO)CCCCCCCC";"InChI=1/C20H42O/c1-3-5-7-9-11-12-14-16-18-20(19-21)17-15-13-10-8-6-4-2/h20-21H,3-19H2,1-2H3";"LEACJMVNYZDSKR-UHFFFAOYSA-N";"298.555";"298.323566";"N/A";"5.31";"6.57";"5.86";"0.44";"-0.06";"0.065"
908;908;"533-74-4";"DTXSID7024902";"Dazomet";"3,5-Dimethyl-1,3,5-thiadiazinane-2-thione";"C5H10N2S2";"CN1CSC(=S)N(C)C1";"InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3";"QAYICIQNSGETAS-UHFFFAOYSA-N";"162.27";"162.0285407";"2.71";"5.47";"N/A";"2.89";"0.82";"1";"0.2358"
909;909;"536-90-3";"DTXSID8024529";"3-Methoxyaniline";"3-Methoxyaniline";"C7H9NO";"COC1=CC=CC(N)=C1";"InChI=1S/C7H9NO/c1-9-7-4-2-3-6(8)5-7/h2-5H,8H2,1H3";"NCBZRJODKRCREW-UHFFFAOYSA-N";"123.155";"123.0684139";"N/A";"5.64";"2.68";"2.87";"0.47";"1";"0.1511"
910;910;"538-23-8";"DTXSID6021375";"Tricaprylin";"Propane-1,2,3-triyl trioctanoate";"C27H50O6";"CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC";"InChI=1S/C27H50O6/c1-4-7-10-13-16-19-25(28)31-22-24(33-27(30)21-18-15-12-9-6-3)23-32-26(29)20-17-14-11-8-5-2/h24H,4-23H2,1-3H3";"VLPFTAMPNXLGLX-UHFFFAOYSA-N";"470.691";"470.3607393";"1.15";"5.87";"6.31";"6.9";"0.37";"1";"0.1227"
911;911;"538-93-2";"DTXSID6027181";"Isobutylbenzene";"(2-Methylpropyl)benzene";"C10H14";"CC(C)CC1=CC=CC=C1";"InChI=1S/C10H14/c1-9(2)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3";"KXUHSQYYJYAXGZ-UHFFFAOYSA-N";"134.222";"134.1095505";"N/A";"4.65";"3.84";"4.36";"0.5";"N/A";"0.1015"
912;912;"53894-23-8";"DTXSID5028033";"Triisononyl trimellitate";"-";"C36H60O6";"CC(C)CCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCC(C)C)C(=O)OCCCCCCC(C)C";"-";"-";"588.9";"-";"N/A";"6.16";"7.87";"8.53";"0.88";"0.06";"0.2208"
913;913;"5392-40-5";"DTXSID6024836";"3,7-Dimethyl-2,6-octadienal";"3,7-Dimethylocta-2,6-dienal";"C10H16O";"CC(C)=CCCC(C)=CC=O";"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3";"WTEVQBCEXWBHNA-UHFFFAOYSA-N";"152.237";"152.1201151";"1.49";"5.06";"4.26";"4.94";"0.72";"0";"0.1512"
914;914;"540-84-1";"DTXSID7024370";"2,2,4-Trimethylpentane";"2,2,4-Trimethylpentane";"C8H18";"CC(C)CC(C)(C)C";"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3";"NHTMVDHEPJAVLT-UHFFFAOYSA-N";"114.232";"114.1408506";"N/A";"4.43";"3.34";"4.25";"0.57";"N/A";"0.033"
915;915;"540-88-5";"DTXSID1022055";"tert-Butyl acetate";"tert-Butyl acetate";"C6H12O2";"CC(=O)OC(C)(C)C";"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3";"WMOVHXAZOJBABW-UHFFFAOYSA-N";"116.16";"116.0837296";"1.45";"3.07";"1.51";"2.55";"0.63";"0.03";"0.198"
916;916;"541-05-9";"DTXSID6027185";"Hexamethylcyclotrisiloxane";"2,2,4,4,6,6-Hexamethyl-1,3,5,2,4,6-trioxatrisilinane";"C6H18O3Si3";"C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1";"InChI=1S/C6H18O3Si3/c1-10(2)7-11(3,4)9-12(5,6)8-10/h1-6H3";"HTDJPCNNEPUOOQ-UHFFFAOYSA-N";"222.462";"222.056374";"N/A";"N/A";"N/A";"N/A";"0.97";"0.09";"0.0484"
917;917;"541-41-3";"DTXSID1027186";"Ethyl chloroformate";"Ethyl carbonochloridate";"C3H5ClO2";"CCOC(Cl)=O";"InChI=1S/C3H5ClO2/c1-2-6-3(4)5/h2H2,1H3";"RIFGWPKJUGCATF-UHFFFAOYSA-N";"108.52";"107.9978071";"2.6";"2.83";"2.02";"2.97";"0.52";"0.36";"0.0184"
918;918;"541-73-1";"DTXSID6022056";"1,3-Dichlorobenzene";"1,3-Dichlorobenzene";"C6H4Cl2";"ClC1=CC(Cl)=CC=C1";"InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H";"ZPQOPVIELGIULI-UHFFFAOYSA-N";"147";"145.9690055";"N/A";"4.3";"3.56";"4.27";"0.37";"0";"0.0336"
919;919;"5419-55-6";"DTXSID7027598";"Triisopropyl orthoborate";"Tripropan-2-yl borate";"C9H21BO3";"CC(C)OB(OC(C)C)OC(C)C";"InChI=1S/C9H21BO3/c1-7(2)11-10(12-8(3)4)13-9(5)6/h7-9H,1-6H3";"NHDIQVFFNDKAQU-UHFFFAOYSA-N";"188.07";"188.158375";;;;;;;"0.0273"
920;920;"542-92-7";"DTXSID0027191";"1,3-Cyclopentadiene";"Cyclopenta-1,3-diene";"C5H6";"C1C=CC=C1";"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2";"ZSWFCLXCOIISFI-UHFFFAOYSA-N";"66.103";"66.04695019";"2.77";"3.55";"2.39";"3.38";"0.73";"N/A";"0.1064"
